gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
Potri.003G073500.v4.1	Potri.003G073500.3.v4.1	2459.00	2289.92	507.00	21.69	16.84
Potri.003G073600.v4.1	Potri.003G073600.1.v4.1	762.00	592.93	0.00	0.00	0.00
Potri.003G073700.v4.1	Potri.003G073700.1.v4.1	2912.00	2742.92	422.00	15.07	11.70
Potri.003G073750.v4.1	Potri.003G073750.1.v4.1	393.00	224.17	0.00	0.00	0.00
Potri.003G073800.v4.1	Potri.003G073800.1.v4.1	2281.00	2111.92	71.00	3.29	2.56
Potri.003G073900.v4.1	Potri.003G073900.1.v4.1	192.00	36.01	0.00	0.00	0.00
Potri.003G074000.v4.1	Potri.003G074000.1.v4.1	3456.00	3286.92	447.00	13.32	10.34
Potri.003G074051.v4.1	Potri.003G074051.1.v4.1	162.00	16.38	0.00	0.00	0.00
Potri.003G074100.v4.1	Potri.003G074100.1.v4.1	1311.00	1141.92	0.00	0.00	0.00
Potri.003G074200.v4.1	Potri.003G074200.2.v4.1,Potri.003G074200.3.v4.1,Potri.003G074200.7.v4.1,Potri.003G074200.8.v4.1,Potri.003G074200.9.v4.1	1893.17	1724.10	172.00	9.77	7.59
Potri.003G074300.v4.1	Potri.003G074300.1.v4.1	1855.00	1685.92	59.00	3.43	2.66
Potri.003G074400.v4.1	Potri.003G074400.1.v4.1	1481.00	1311.92	127.00	9.48	7.36
Potri.003G074500.v4.1	Potri.003G074500.1.v4.1	2735.00	2565.92	77.00	2.94	2.28
Potri.003G074600.v4.1	Potri.003G074600.1.v4.1	2366.00	2196.92	16.00	0.71	0.55
Potri.003G074700.v4.1	Potri.003G074700.1.v4.1	1835.00	1665.92	142.00	8.35	6.48
Potri.003G074800.v4.1	Potri.003G074800.1.v4.1	1227.00	1057.92	167.00	15.47	12.01
Potri.003G074900.v4.1	Potri.003G074900.1.v4.1	1199.00	1029.92	368.00	35.01	27.18
Potri.003G075000.v4.1	Potri.003G075000.5.v4.1,Potri.003G075000.9.v4.1	1027.07	858.00	348.00	39.74	30.85
Potri.003G075200.v4.1	Potri.003G075200.1.v4.1	1315.00	1145.92	9.00	0.77	0.60
Potri.003G075300.v4.1	Potri.003G075300.1.v4.1,Potri.003G075300.2.v4.1	1661.00	1491.92	0.00	0.00	0.00
Potri.003G075400.v4.1	Potri.003G075400.2.v4.1	1310.00	1140.92	0.00	0.00	0.00
Potri.003G075500.v4.1	Potri.003G075500.2.v4.1	1584.00	1414.92	0.00	0.00	0.00
Potri.003G075600.v4.1	Potri.003G075600.1.v4.1	1334.00	1164.92	0.00	0.00	0.00
Potri.003G075700.v4.1	Potri.003G075700.1.v4.1	3704.00	3534.92	311.00	8.62	6.69
Potri.003G075800.v4.1	Potri.003G075800.1.v4.1	1127.00	957.92	10.00	1.02	0.79
Potri.003G075900.v4.1	Potri.003G075900.1.v4.1,Potri.003G075900.3.v4.1	1037.36	868.28	365.00	41.19	31.97
Potri.003G076000.v4.1	Potri.003G076000.1.v4.1	1223.00	1053.92	8.00	0.74	0.58
Potri.003G076100.v4.1	Potri.003G076100.1.v4.1	1461.00	1291.92	472.00	35.80	27.79
Potri.003G076200.v4.1	Potri.003G076200.5.v4.1	1842.00	1672.92	16.00	0.94	0.73
Potri.003G076300.v4.1	Potri.003G076300.1.v4.1	1941.00	1771.92	49.00	2.71	2.10
Potri.003G076400.v4.1	Potri.003G076400.1.v4.1	763.00	593.93	84.00	13.86	10.76
Potri.003G076500.v4.1	Potri.003G076500.1.v4.1	2433.00	2263.92	188.00	8.14	6.32
Potri.003G076600.v4.1	Potri.003G076600.6.v4.1	2077.00	1907.92	170.00	8.73	6.78
Potri.003G076700.v4.1	Potri.003G076700.1.v4.1	559.00	389.94	0.00	0.00	0.00
Potri.003G076800.v4.1	Potri.003G076800.1.v4.1	2242.00	2072.92	96.00	4.54	3.52
Potri.003G076900.v4.1	Potri.003G076900.2.v4.1	1494.00	1324.92	1.00	0.07	0.06
Potri.003G077000.v4.1	Potri.003G077000.1.v4.1	1385.00	1215.92	369.00	29.73	23.08
Potri.003G077100.v4.1	Potri.003G077100.1.v4.1,Potri.003G077100.4.v4.1,Potri.003G077100.5.v4.1	4807.02	4637.94	790.47	16.70	12.96
Potri.003G077200.v4.1	Potri.003G077200.2.v4.1	1264.00	1094.92	10.00	0.89	0.69
Potri.003G077300.v4.1	Potri.003G077300.1.v4.1	1838.00	1668.92	121.00	7.10	5.51
Potri.003G077400.v4.1	Potri.003G077400.2.v4.1	1771.00	1601.92	3.00	0.18	0.14
Potri.003G077500.v4.1	Potri.003G077500.1.v4.1	2735.00	2565.92	53.00	2.02	1.57
Potri.003G077600.v4.1	Potri.003G077600.12.v4.1,Potri.003G077600.20.v4.1,Potri.003G077600.21.v4.1,Potri.003G077600.22.v4.1	7032.83	6863.75	2829.00	40.38	31.35
Potri.003G077700.v4.1	Potri.003G077700.2.v4.1	1465.00	1295.92	0.00	0.00	0.00
Potri.003G077800.v4.1	Potri.003G077800.1.v4.1	1091.00	921.92	0.00	0.00	0.00
Potri.003G077900.v4.1	Potri.003G077900.1.v4.1	1914.00	1744.92	120.00	6.74	5.23
Potri.003G078000.v4.1	Potri.003G078000.1.v4.1	1405.00	1235.92	283.00	22.43	17.42
Potri.003G078100.v4.1	Potri.003G078100.2.v4.1,Potri.003G078100.3.v4.1	680.72	511.65	94.00	18.00	13.97
Potri.003G078300.v4.1	Potri.003G078300.3.v4.1	2065.00	1895.92	151.00	7.80	6.06
Potri.003G078500.v4.1	Potri.003G078500.3.v4.1	1313.00	1143.92	412.00	35.29	27.39
Potri.003G078601.v4.1	Potri.003G078601.1.v4.1,Potri.003G078601.2.v4.1,Potri.003G078601.3.v4.1,Potri.003G078601.4.v4.1	763.24	594.17	7.00	1.15	0.90
Potri.003G078700.v4.1	Potri.003G078700.2.v4.1	994.00	824.92	171.00	20.31	15.77
Potri.003G078800.v4.1	Potri.003G078800.1.v4.1,Potri.003G078800.2.v4.1	3836.52	3667.45	457.00	12.21	9.48
Potri.003G078900.v4.1	Potri.003G078900.1.v4.1	1555.00	1385.92	245.00	17.32	13.45
Potri.003G079000.v4.1	Potri.003G079000.1.v4.1	2425.00	2255.92	14.00	0.61	0.47
Potri.003G079100.v4.1	Potri.003G079100.1.v4.1	816.00	646.93	0.00	0.00	0.00
Potri.003G079200.v4.1	Potri.003G079200.1.v4.1	2943.00	2773.92	542.00	19.14	14.86
Potri.003G079300.v4.1	Potri.003G079300.2.v4.1	1038.00	868.92	51.00	5.75	4.46
Potri.003G079400.v4.1	Potri.003G079400.1.v4.1	2061.00	1891.92	85.00	4.40	3.42
Potri.003G079500.v4.1	Potri.003G079500.1.v4.1,Potri.003G079500.2.v4.1,Potri.003G079500.3.v4.1	2065.19	1896.12	475.00	24.54	19.05
Potri.003G079550.v4.1	Potri.003G079550.1.v4.1	1413.00	1243.92	0.00	0.00	0.00
Potri.003G079600.v4.1	Potri.003G079600.1.v4.1	1240.00	1070.92	228.00	20.86	16.19
Potri.003G079700.v4.1	Potri.003G079700.1.v4.1	3519.00	3349.92	192.00	5.62	4.36
Potri.003G079800.v4.1	Potri.003G079800.3.v4.1	1748.00	1578.92	232.00	14.40	11.18
Potri.003G079900.v4.1	Potri.003G079900.2.v4.1	2355.00	2185.92	208.00	9.32	7.24
Potri.003G080000.v4.1	Potri.003G080000.2.v4.1	1792.00	1622.92	954.00	57.59	44.71
Potri.003G080050.v4.1	Potri.003G080050.1.v4.1	772.00	602.93	1.10	0.18	0.14
Potri.003G080100.v4.1	Potri.003G080100.1.v4.1	1637.00	1467.92	263.90	17.61	13.67
Potri.003G080200.v4.1	Potri.003G080200.1.v4.1,Potri.003G080200.3.v4.1,Potri.003G080200.4.v4.1	1582.34	1413.27	912.00	63.23	49.08
Potri.003G080300.v4.1	Potri.003G080300.1.v4.1,Potri.003G080300.3.v4.1	1220.37	1051.29	152.00	14.17	11.00
Potri.003G080400.v4.1	Potri.003G080400.1.v4.1,Potri.003G080400.5.v4.1	1776.00	1606.92	44.00	2.68	2.08
Potri.003G080500.v4.1	Potri.003G080500.1.v4.1	3753.00	3583.92	0.00	0.00	0.00
Potri.003G080600.v4.1	Potri.003G080600.2.v4.1	1330.00	1160.92	1.00	0.08	0.07
Potri.003G080700.v4.1	Potri.003G080700.1.v4.1	2037.00	1867.92	4.00	0.21	0.16
Potri.003G080800.v4.1	Potri.003G080800.1.v4.1,Potri.003G080800.4.v4.1,Potri.003G080800.5.v4.1,Potri.003G080800.6.v4.1	1747.33	1578.26	53.00	3.29	2.55
Potri.003G080900.v4.1	Potri.003G080900.2.v4.1	1772.00	1602.92	494.00	30.20	23.44
Potri.003G081000.v4.1	Potri.003G081000.5.v4.1	1135.00	965.92	251.00	25.46	19.76
Potri.003G081066.v4.1	Potri.003G081066.1.v4.1	1074.00	904.92	0.00	0.00	0.00
Potri.003G081133.v4.1	Potri.003G081133.1.v4.1	267.00	100.86	0.00	0.00	0.00
Potri.003G081200.v4.1	Potri.003G081200.1.v4.1	1210.00	1040.92	541.00	50.92	39.53
Potri.003G081400.v4.1	Potri.003G081400.10.v4.1,Potri.003G081400.13.v4.1,Potri.003G081400.14.v4.1,Potri.003G081400.15.v4.1,Potri.003G081400.2.v4.1	1803.52	1634.44	257.00	15.41	11.96
Potri.003G081500.v4.1	Potri.003G081500.1.v4.1	1800.00	1630.92	53.00	3.18	2.47
Potri.003G081600.v4.1	Potri.003G081600.1.v4.1,Potri.003G081600.3.v4.1	1757.58	1588.50	1509.00	93.07	72.25
Potri.003G081700.v4.1	Potri.003G081700.2.v4.1,Potri.003G081700.3.v4.1	3987.93	3818.85	81.00	2.08	1.61
Potri.003G081800.v4.1	Potri.003G081800.1.v4.1	1187.00	1017.92	1868.00	179.80	139.58
Potri.003G081900.v4.1	Potri.003G081900.1.v4.1	992.00	822.92	92.00	10.95	8.50
Potri.003G082100.v4.1	Potri.003G082100.2.v4.1	1435.00	1265.92	3.00	0.23	0.18
Potri.003G082200.v4.1	Potri.003G082200.3.v4.1	1503.00	1333.92	170.00	12.49	9.69
Potri.003G082300.v4.1	Potri.003G082300.2.v4.1,Potri.003G082300.3.v4.1	668.00	498.93	766.00	150.42	116.77
Potri.003G082366.v4.1	Potri.003G082366.2.v4.1	1563.00	1393.92	11.00	0.77	0.60
Potri.003G082500.v4.1	Potri.003G082500.1.v4.1	1200.00	1030.92	164.00	15.59	12.10
Potri.003G082600.v4.1	Potri.003G082600.1.v4.1	3191.00	3021.92	2.00	0.06	0.05
Potri.003G082700.v4.1	Potri.003G082700.1.v4.1	1223.00	1053.92	877.00	81.53	63.29
Potri.003G082800.v4.1	Potri.003G082800.1.v4.1	2483.00	2313.92	262.00	11.09	8.61
Potri.003G082900.v4.1	Potri.003G082900.2.v4.1	1978.00	1808.92	97.00	5.25	4.08
Potri.003G083000.v4.1	Potri.003G083000.2.v4.1	706.00	536.93	1.00	0.18	0.14
Potri.003G083100.v4.1	Potri.003G083100.2.v4.1,Potri.003G083100.3.v4.1,Potri.003G083100.4.v4.1,Potri.003G083100.5.v4.1	3360.93	3191.85	78.00	2.39	1.86
Potri.003G083200.v4.1	Potri.003G083200.1.v4.1	1105.00	935.92	699.00	73.17	56.81
Potri.003G083300.v4.1	Potri.003G083300.1.v4.1,Potri.003G083300.4.v4.1	1579.09	1410.01	1712.00	118.96	92.35
Potri.003G083400.v4.1	Potri.003G083400.1.v4.1	3087.00	2917.92	1.00	0.03	0.03
Potri.003G083500.v4.1	Potri.003G083500.2.v4.1,Potri.003G083500.4.v4.1	1218.73	1049.65	560.00	52.27	40.58
Potri.003G083600.v4.1	Potri.003G083600.1.v4.1,Potri.003G083600.3.v4.1	1449.68	1280.60	558.00	42.69	33.14
Potri.003G083700.v4.1	Potri.003G083700.1.v4.1	2300.00	2130.92	0.00	0.00	0.00
Potri.003G083800.v4.1	Potri.003G083800.11.v4.1	1820.00	1650.92	122.00	7.24	5.62
Potri.003G083900.v4.1	Potri.003G083900.1.v4.1	1489.00	1319.92	165.00	12.25	9.51
Potri.003G084000.v4.1	Potri.003G084000.1.v4.1	644.00	474.93	1.00	0.21	0.16
Potri.003G084100.v4.1	Potri.003G084100.2.v4.1	1926.00	1756.92	417.00	23.25	18.05
Potri.003G084200.v4.1	Potri.003G084200.3.v4.1,Potri.003G084200.4.v4.1	1065.66	896.59	73.00	7.98	6.19
Potri.003G084300.v4.1	Potri.003G084300.1.v4.1	354.00	185.45	0.00	0.00	0.00
Potri.003G084333.v4.1	Potri.003G084333.1.v4.1	1808.00	1638.92	0.00	0.00	0.00
Potri.003G084366.v4.1	Potri.003G084366.1.v4.1	2019.00	1849.92	0.00	0.00	0.00
Potri.003G084400.v4.1	Potri.003G084400.1.v4.1	2821.00	2651.92	75.00	2.77	2.15
Potri.003G084900.v4.1	Potri.003G084900.1.v4.1,Potri.003G084900.2.v4.1,Potri.003G084900.3.v4.1,Potri.003G084900.4.v4.1	1511.54	1342.46	380.00	27.73	21.53
Potri.003G085000.v4.1	Potri.003G085000.1.v4.1	2492.00	2322.92	61.00	2.57	2.00
Potri.003G085100.v4.1	Potri.003G085100.2.v4.1	279.00	112.23	634.00	553.47	429.67
Potri.003G085200.v4.1	Potri.003G085200.1.v4.1	1834.00	1664.92	36.00	2.12	1.64
Potri.003G085300.v4.1	Potri.003G085300.3.v4.1	2069.00	1899.92	118.00	6.09	4.72
Potri.003G085400.v4.1	Potri.003G085400.2.v4.1	549.00	379.94	27.00	6.96	5.41
Potri.003G085500.v4.1	Potri.003G085500.1.v4.1	2156.00	1986.92	5568.00	274.56	213.15
Potri.003G085600.v4.1	Potri.003G085600.1.v4.1	1626.00	1456.92	684.00	46.00	35.71
Potri.003G085700.v4.1	Potri.003G085700.1.v4.1	474.00	304.98	360.00	115.65	89.78
Potri.003G085800.v4.1	Potri.003G085800.1.v4.1,Potri.003G085800.2.v4.1	2175.82	2006.74	468.00	22.85	17.74
Potri.003G085901.v4.1	Potri.003G085901.1.v4.1	1515.00	1345.92	137.00	9.97	7.74
Potri.003G086000.v4.1	Potri.003G086000.1.v4.1	3421.00	3251.92	1626.64	49.01	38.05
Potri.003G086100.v4.1	Potri.003G086100.1.v4.1	1059.00	889.92	983.00	108.22	84.02
Potri.003G086200.v4.1	Potri.003G086200.1.v4.1,Potri.003G086200.8.v4.1	4496.71	4327.63	275.73	6.24	4.85
Potri.003G086400.v4.1	Potri.003G086400.5.v4.1	5223.00	5053.92	1316.00	25.51	19.81
Potri.003G086500.v4.1	Potri.003G086500.2.v4.1	1031.00	861.92	6.00	0.68	0.53
Potri.003G086600.v4.1	Potri.003G086600.1.v4.1	973.00	803.92	87.00	10.60	8.23
Potri.003G086700.v4.1	Potri.003G086700.1.v4.1	1351.00	1181.92	438.00	36.31	28.19
Potri.003G086801.v4.1	Potri.003G086801.1.v4.1,Potri.003G086801.2.v4.1	3336.70	3167.63	128.40	3.97	3.08
Potri.003G086900.v4.1	Potri.003G086900.1.v4.1	1144.00	974.92	345.00	34.67	26.92
Potri.003G087000.v4.1	Potri.003G087000.1.v4.1	991.00	821.92	357.00	42.56	33.04
Potri.003G087100.v4.1	Potri.003G087100.1.v4.1	2465.00	2295.92	25.00	1.07	0.83
Potri.003G087200.v4.1	Potri.003G087200.4.v4.1,Potri.003G087200.5.v4.1,Potri.003G087200.6.v4.1,Potri.003G087200.7.v4.1	2557.44	2388.36	639.00	26.21	20.35
Potri.003G087300.v4.1	Potri.003G087300.1.v4.1	2765.00	2595.92	54.00	2.04	1.58
Potri.003G087350.v4.1	Potri.003G087350.1.v4.1,Potri.003G087350.2.v4.1	1237.00	1067.92	21.00	1.93	1.50
Potri.003G087400.v4.1	Potri.003G087400.1.v4.1	3152.00	2982.92	1706.00	56.04	43.50
Potri.003G087500.v4.1	Potri.003G087500.1.v4.1,Potri.003G087500.2.v4.1	787.49	618.42	154.00	24.40	18.94
Potri.003G087550.v4.1	Potri.003G087550.1.v4.1	665.00	495.93	1.00	0.20	0.15
Potri.003G087600.v4.1	Potri.003G087600.2.v4.1,Potri.003G087600.3.v4.1,Potri.003G087600.4.v4.1	2357.35	2188.27	1623.00	72.67	56.41
Potri.003G087700.v4.1	Potri.003G087700.15.v4.1,Potri.003G087700.21.v4.1,Potri.003G087700.22.v4.1,Potri.003G087700.23.v4.1,Potri.003G087700.24.v4.1,Potri.003G087700.25.v4.1,Potri.003G087700.26.v4.1	2441.37	2272.30	102.00	4.40	3.41
Potri.003G087800.v4.1	Potri.003G087800.2.v4.1,Potri.003G087800.4.v4.1	1421.00	1251.92	302.00	23.63	18.35
Potri.003G087900.v4.1	Potri.003G087900.1.v4.1	1323.00	1153.92	0.00	0.00	0.00
Potri.003G088100.v4.1	Potri.003G088100.1.v4.1	1061.00	891.92	41.00	4.50	3.50
Potri.003G088201.v4.1	Potri.003G088201.1.v4.1	1072.00	902.92	95.00	10.31	8.00
Potri.003G088300.v4.1	Potri.003G088300.13.v4.1,Potri.003G088300.18.v4.1,Potri.003G088300.19.v4.1,Potri.003G088300.20.v4.1	2581.74	2412.66	2530.00	102.74	79.76
Potri.003G088350.v4.1	Potri.003G088350.1.v4.1	324.00	155.87	1.00	0.63	0.49
Potri.003G088400.v4.1	Potri.003G088400.2.v4.1,Potri.003G088400.6.v4.1	1824.23	1655.15	207.00	12.25	9.51
Potri.003G088500.v4.1	Potri.003G088500.1.v4.1	1338.00	1168.92	697.00	58.42	45.35
Potri.003G088600.v4.1	Potri.003G088600.1.v4.1	3160.00	2990.92	38.00	1.24	0.97
Potri.003G088700.v4.1	Potri.003G088700.1.v4.1	2094.00	1924.92	858.00	43.67	33.90
Potri.003G088800.v4.1	Potri.003G088800.1.v4.1	2377.00	2207.92	0.00	0.00	0.00
Potri.003G088900.v4.1	Potri.003G088900.1.v4.1	2134.00	1964.92	45.00	2.24	1.74
Potri.003G089000.v4.1	Potri.003G089000.1.v4.1	312.00	144.12	0.00	0.00	0.00
Potri.003G089100.v4.1	Potri.003G089100.3.v4.1	240.00	75.96	33.00	42.56	33.04
Potri.003G089201.v4.1	Potri.003G089201.1.v4.1	198.00	40.55	0.00	0.00	0.00
Potri.003G089300.v4.1	Potri.003G089300.2.v4.1	943.00	773.92	3576.00	452.71	351.45
Potri.003G089400.v4.1	Potri.003G089400.1.v4.1	1319.00	1149.92	221.00	18.83	14.62
Potri.003G089500.v4.1	Potri.003G089500.2.v4.1,Potri.003G089500.3.v4.1	3322.00	3152.92	125.00	3.88	3.02
Potri.003G089600.v4.1	Potri.003G089600.1.v4.1	3106.00	2936.92	5228.00	174.41	135.40
Potri.003G089700.v4.1	Potri.003G089700.1.v4.1	2051.00	1881.92	661.00	34.41	26.72
Potri.003G089800.v4.1	Potri.003G089800.1.v4.1,Potri.003G089800.3.v4.1,Potri.003G089800.4.v4.1,Potri.003G089800.6.v4.1,Potri.003G089800.7.v4.1	2103.55	1934.48	27.00	1.37	1.06
Potri.003G089900.v4.1	Potri.003G089900.4.v4.1	897.00	727.92	828.00	111.45	86.52
Potri.003G090000.v4.1	Potri.003G090000.1.v4.1,Potri.003G090000.3.v4.1	2651.32	2482.24	473.00	18.67	14.49
Potri.003G090100.v4.1	Potri.003G090100.1.v4.1	2378.00	2208.92	275.00	12.20	9.47
Potri.003G090300.v4.1	Potri.003G090300.1.v4.1	1442.00	1272.92	69.00	5.31	4.12
Potri.003G090400.v4.1	Potri.003G090400.17.v4.1,Potri.003G090400.18.v4.1	768.89	599.81	1003.00	163.83	127.19
Potri.003G090501.v4.1	Potri.003G090501.1.v4.1	336.00	167.67	0.00	0.00	0.00
Potri.003G090600.v4.1	Potri.003G090600.1.v4.1	1000.00	830.92	132.00	15.56	12.08
Potri.003G090800.v4.1	Potri.003G090800.1.v4.1	2568.00	2398.92	1206.00	49.26	38.24
Potri.003G090900.v4.1	Potri.003G090900.1.v4.1	1945.00	1775.92	193.00	10.65	8.27
Potri.003G091000.v4.1	Potri.003G091000.2.v4.1,Potri.003G091000.7.v4.1	4157.00	3987.92	169.00	4.15	3.22
Potri.003G091100.v4.1	Potri.003G091100.1.v4.1	2043.00	1873.92	463.00	24.21	18.79
Potri.003G091200.v4.1	Potri.003G091200.1.v4.1	1322.00	1152.92	0.00	0.00	0.00
Potri.003G091300.v4.1	Potri.003G091300.1.v4.1	1595.00	1425.92	0.00	0.00	0.00
Potri.003G091400.v4.1	Potri.003G091400.1.v4.1	571.00	401.94	13.00	3.17	2.46
Potri.003G091500.v4.1	Potri.003G091500.1.v4.1,Potri.003G091500.2.v4.1,Potri.003G091500.6.v4.1	1405.28	1236.21	175.00	13.87	10.77
Potri.003G091600.v4.1	Potri.003G091600.1.v4.1	881.00	711.92	0.00	0.00	0.00
Potri.003G091700.v4.1	Potri.003G091700.1.v4.1	1024.00	854.92	16.00	1.83	1.42
Potri.003G091800.v4.1	Potri.003G091800.1.v4.1	2404.00	2234.92	341.00	14.95	11.61
Potri.003G092100.v4.1	Potri.003G092100.2.v4.1,Potri.003G092100.3.v4.1	1468.00	1298.92	1.00	0.08	0.06
Potri.003G092200.v4.1	Potri.003G092200.1.v4.1	3054.00	2884.92	1067.18	36.24	28.14
Potri.003G092300.v4.1	Potri.003G092300.1.v4.1	1818.00	1648.92	688.00	40.88	31.74
Potri.003G092400.v4.1	Potri.003G092400.1.v4.1	3086.00	2916.92	96.00	3.22	2.50
Potri.003G092600.v4.1	Potri.003G092600.1.v4.1	799.00	629.93	47.00	7.31	5.68
Potri.003G092700.v4.1	Potri.003G092700.1.v4.1	893.00	723.92	23.00	3.11	2.42
Potri.003G092750.v4.1	Potri.003G092750.1.v4.1	600.00	430.93	0.00	0.00	0.00
Potri.003G092800.v4.1	Potri.003G092800.1.v4.1	666.00	496.93	569.00	112.19	87.09
Potri.003G092900.v4.1	Potri.003G092900.1.v4.1	1099.00	929.92	5.00	0.53	0.41
Potri.003G093000.v4.1	Potri.003G093000.1.v4.1	1198.00	1028.92	9.00	0.86	0.67
Potri.003G093100.v4.1	Potri.003G093100.1.v4.1	1723.00	1553.92	48.00	3.03	2.35
Potri.003G093200.v4.1	Potri.003G093200.1.v4.1	1394.00	1224.92	2.00	0.16	0.12
Potri.003G093300.v4.1	Potri.003G093300.2.v4.1	1745.00	1575.92	78.00	4.85	3.76
Potri.003G093400.v4.1	Potri.003G093400.10.v4.1,Potri.003G093400.11.v4.1,Potri.003G093400.12.v4.1,Potri.003G093400.13.v4.1,Potri.003G093400.14.v4.1,Potri.003G093400.15.v4.1,Potri.003G093400.16.v4.1,Potri.003G093400.17.v4.1,Potri.003G093400.18.v4.1,Potri.003G093400.19.v4.1,Potri.003G093400.20.v4.1,Potri.003G093400.4.v4.1,Potri.003G093400.5.v4.1,Potri.003G093400.8.v4.1,Potri.003G093400.9.v4.1	1641.87	1472.79	0.00	0.00	0.00
Potri.003G093500.v4.1	Potri.003G093500.1.v4.1	1506.00	1336.92	0.00	0.00	0.00
Potri.003G093600.v4.1	Potri.003G093600.1.v4.1,Potri.003G093600.2.v4.1,Potri.003G093600.3.v4.1	2717.65	2548.58	294.00	11.30	8.77
Potri.003G093700.v4.1	Potri.003G093700.1.v4.1	1361.00	1191.92	79.00	6.49	5.04
Potri.003G093800.v4.1	Potri.003G093800.3.v4.1	965.00	795.92	241.00	29.67	23.03
Potri.003G093900.v4.1	Potri.003G093900.1.v4.1	3580.00	3410.92	30.51	0.88	0.68
Potri.003G094000.v4.1	Potri.003G094000.1.v4.1	1532.00	1362.92	457.49	32.89	25.53
Potri.003G094100.v4.1	Potri.003G094100.1.v4.1	1634.00	1464.92	245.00	16.39	12.72
Potri.003G094200.v4.1	Potri.003G094200.1.v4.1,Potri.003G094200.2.v4.1	1797.00	1627.92	2.00	0.12	0.09
Potri.003G094300.v4.1	Potri.003G094300.1.v4.1	1213.00	1043.92	482.00	45.24	35.12
Potri.003G094400.v4.1	Potri.003G094400.1.v4.1	4361.00	4191.92	85.00	1.99	1.54
Potri.003G094500.v4.1	Potri.003G094500.1.v4.1,Potri.003G094500.10.v4.1,Potri.003G094500.5.v4.1,Potri.003G094500.6.v4.1,Potri.003G094500.7.v4.1,Potri.003G094500.8.v4.1,Potri.003G094500.9.v4.1	3297.53	3128.46	3108.00	97.34	75.56
Potri.003G094700.v4.1	Potri.003G094700.1.v4.1	2421.00	2251.92	3.00	0.13	0.10
Potri.003G094800.v4.1	Potri.003G094800.1.v4.1	1601.00	1431.92	20.00	1.37	1.06
Potri.003G095000.v4.1	Potri.003G095000.1.v4.1,Potri.003G095000.2.v4.1	2452.62	2283.54	254.00	10.90	8.46
Potri.003G095100.v4.1	Potri.003G095100.4.v4.1,Potri.003G095100.5.v4.1	686.00	516.93	5.00	0.95	0.74
Potri.003G095200.v4.1	Potri.003G095200.2.v4.1	1230.00	1060.92	32.00	2.96	2.29
Potri.003G095300.v4.1	Potri.003G095300.8.v4.1	1705.00	1535.92	502.00	32.02	24.86
Potri.003G095400.v4.1	Potri.003G095400.1.v4.1	1226.00	1056.92	117.00	10.85	8.42
Potri.003G095500.v4.1	Potri.003G095500.2.v4.1	760.00	590.93	105.00	17.41	13.52
Potri.003G095600.v4.1	Potri.003G095600.1.v4.1	1149.00	979.92	229.00	22.90	17.77
Potri.003G095700.v4.1	Potri.003G095700.4.v4.1	1263.00	1093.92	31.00	2.78	2.16
Potri.003G095701.v4.1	Potri.003G095701.2.v4.1,Potri.003G095701.3.v4.1	742.00	572.93	1.00	0.17	0.13
Potri.003G095900.v4.1	Potri.003G095900.1.v4.1,Potri.003G095900.5.v4.1	1472.90	1303.82	1011.00	75.97	58.98
Potri.003G096000.v4.1	Potri.003G096000.1.v4.1,Potri.003G096000.10.v4.1,Potri.003G096000.11.v4.1,Potri.003G096000.12.v4.1,Potri.003G096000.4.v4.1,Potri.003G096000.5.v4.1,Potri.003G096000.7.v4.1,Potri.003G096000.8.v4.1,Potri.003G096000.9.v4.1	2906.94	2737.87	22.00	0.79	0.61
Potri.003G096100.v4.1	Potri.003G096100.1.v4.1,Potri.003G096100.2.v4.1,Potri.003G096100.5.v4.1	3541.00	3371.92	143.00	4.16	3.23
Potri.003G096300.v4.1	Potri.003G096300.1.v4.1,Potri.003G096300.3.v4.1,Potri.003G096300.4.v4.1	1682.26	1513.18	109.00	7.06	5.48
Potri.003G096375.v4.1	Potri.003G096375.1.v4.1	237.00	73.27	0.00	0.00	0.00
Potri.003G096450.v4.1	Potri.003G096450.1.v4.1	153.00	11.77	0.00	0.00	0.00
Potri.003G096525.v4.1	Potri.003G096525.1.v4.1	888.00	718.92	0.00	0.00	0.00
Potri.003G096600.v4.1	Potri.003G096600.1.v4.1	1512.00	1342.92	377.00	27.51	21.35
Potri.003G096700.v4.1	Potri.003G096700.10.v4.1,Potri.003G096700.12.v4.1,Potri.003G096700.13.v4.1,Potri.003G096700.14.v4.1,Potri.003G096700.2.v4.1	2579.55	2410.47	2001.00	81.33	63.14
Potri.003G096800.v4.1	Potri.003G096800.1.v4.1	790.00	620.93	233.00	36.77	28.54
Potri.003G096850.v4.1	Potri.003G096850.1.v4.1	348.00	179.51	0.00	0.00	0.00
Potri.003G096900.v4.1	Potri.003G096900.1.v4.1	1783.00	1613.92	12.00	0.73	0.57
Potri.003G097100.v4.1	Potri.003G097100.1.v4.1	3663.00	3493.92	39.00	1.09	0.85
Potri.003G097300.v4.1	Potri.003G097300.1.v4.1	1551.00	1381.92	716.00	50.76	39.41
Potri.003G097400.v4.1	Potri.003G097400.1.v4.1	1564.00	1394.92	346.00	24.30	18.87
Potri.003G097600.v4.1	Potri.003G097600.1.v4.1,Potri.003G097600.4.v4.1,Potri.003G097600.5.v4.1	1965.27	1796.19	502.00	27.38	21.26
